"state.abb","fips","county_name","pslave1860","longitude","latitude","coarea00","coarea","rugged","land.ineq1860","sfarmprop1860","totpop1860","fvalpc1860","fvalpac1860","acimp1860","fbprop1860","rail1860","water1860","sprop1850","sprop","cottonsuit","nmatch.diff.20","blkprop1870","blkprop20","blkprop40","blkprop70","blkprop00","blkprop2010","totpop00","highsch90","unemp","medinc00","wbincratio00","slavesperhouse","s.mortrate","w.mortrate","livstock","livstock1870","farmval","farmval1870","totpop1880","totpop1890","totpop10","totpop20","totpop30","totpop40","totpop50","lynchings","lynchrate","tractors40","tractors30","blklwage1940","whtlwage1940","btenantprop25","wtenantprop25","coacres25","bfarmerownerprop25","wfarmerownerprop25","sprop.1","land.ineq","sfarmprop","totpop","fvalpc","acimp","fbprop","rail","water","pdem1840","pdem1844","pdem1848","pdem1852","pdem1856","pdem1860","pdem1864","pdem1868","pdem1872","pdem1876","pdem1880","pdem1884","pdem1888","pdem1892","pdem1896","pdem1900","pdem1904","pdem1908","pdem1912","pdem1916","pdem1920","pdem1924","pdem1928","pdem1932","pdem1936","pdem1940","pdem1944","pdem1948","pdem1952","pdem1956","pdem1960","pdem1964","breckinridge1860","wallace68.alt","thurmond48","wht.obama.vote","stot1860","whtot1860","wbincratio2014","w.med.income2014","b.med.income2014","outflow","inflow","dem","rep","affirm","resent","sample.size","sample.size.res"
"AL",1121,"Talladega",0.376913265306122,-86.1658979718409,33.3800522341492,0.190795277888501,740,48.0639762878418,0.544496780962019,0.431372549019608,14892.6189229381,132.27912414966,22.2400494667315,88578.1567333189,0.000892857142857143,0,0,0.374301975945017,0.376913265306122,0.414812962962963,1,0.531166961913198,0.42428972076576,0.350902917116839,0.307061887254902,0.315471669924428,0.316620286544094,80321,60.7000007629395,5.4,27147,1.63469246717346,5.61260666116157,1500.28200789622,580.839141724751,929590,400156,3111205,940662,23360,29346,37921,41005,45241,51832,63639,5,0.000121936349225704,0.056875,0.0271109271523179,5.63478960316925,6.32793678372919,77.1739130434783,65.5466399197593,483200,0.180124223602484,0.310431293881645,0.376913265306122,0.54518272793169,0.431372549019608,23520,132.27912414966,139892,0.000892857142857143,0,0,54.0999984741211,57.2999992370605,48.5,64.0999984741211,55.9000015258789,3,NA,NA,44.4000015258789,60.5999984741211,47.7000007629395,41.5,46.5999984741211,97.8000030517578,57.0999984741211,50.7000007629395,80.8000030517578,72.5999984741211,72.5,77.0999984741211,69.1999969482422,71.6999969482422,51.2000007629395,84.3000030517578,85.4000015258789,87.9000015258789,81.5,45.5,58.1800003051758,54.7400016784668,54.439998626709,0,52.9000015258789,51.5363448750287,45.2999992370605,0.165497080793984,5613.22562720436,9266.09631455258,1.56897357961188,40263,25662,10837,11552,0.107191595841394,0.53596165600462,0.375005230832224,4.68220678254911,19.3437958715841,8.34775385000082
"AL",1123,"Tallapoosa",0.280018466445629,-85.7975127789247,32.8624134542797,0.191193530475,718,35.9090347290039,0.532862442511872,0.497683993823984,20614.2904459805,136.66752004029,21.2374259776172,132657.50546284,4.19691946111554e-05,0,0,0.261357802874743,0.280018466445629,0.400890740740741,1,0.247008194305253,0.338555675094137,0.318882903317267,0.278900709219858,0.253598553345389,0.266315840061515,41475,57.7999992370605,4.7,27804,1.76605968639353,5.71570972886762,1318.9448441247,594.613501224204,983087,406999,3256377,488967,23401,25460,31034,29744,31188,35270,35074,1,3.36202259279182e-05,0.00769163150492264,0.00901048492791612,5.52146091786225,6.45362499889269,85.0622406639004,53.0815109343936,488320,0.134163208852006,0.434990059642147,0.280018466445629,0.533973273369931,0.497683993823984,23827,136.66752004029,153332,4.19691946111554e-05,0,0,51.4000015258789,49.2000007629395,48.5999984741211,69.5,53.7000007629395,9.89999961853027,NA,NA,74.3000030517578,80.3000030517578,77.5,77,76.0999984741211,92.8000030517578,56.7000007629395,66,84.0999984741211,81.5999984741211,86.0999984741211,92,88.4000015258789,99.5999984741211,59.5,95.9000015258789,96.0999984741211,96.5999984741211,95.9000015258789,48.2999992370605,80.8899993896484,71.9899978637695,71.4300003051758,0,48.0999984741211,57.8007836998235,48.2999992370605,0.12269199558686,5772.38199754824,14841.0432832648,1.82496254829299,46292,25366,6084,6717,0,0.968323155381933,0.400219155425243,4.16831248558006,10.464414533002,4.1481378701722
"AL",1125,"Tuscaloosa",0.437284482758621,-87.5250051638593,33.2895454047419,0.338809497255991,1324,41.3191299438477,0.55764009799352,0.449866310160428,21972.9730344792,255.394698275862,39.1306102232202,143411.533486243,0.00362068965517241,0,1,0.414100575985822,0.437284482758621,0.414498913043478,1,0.413027239679299,0.368479880774963,0.318270293019096,0.249627248360324,0.293112964366945,0.2959631349663,164875,69.5999984741211,2.7,31029,1.68319256756757,6.13566819772528,1537.70330211927,1164.13537892221,1716130,454982,5925157,1105677,24957,30352,47559,53680,64153,76036,94092,5,9.31445603576751e-05,0.0101445895522388,0.0056881500742942,6.21460809842219,6.62007320653036,75.1287711552612,40.7513416815742,861440,0.1626195732156,0.533810375670841,0.437284482758621,0.558532822574159,0.449866310160428,23200,255.394698275862,151420,0.00362068965517241,0,0,42.4000015258789,51.7000007629395,41.5999984741211,47.2999992370605,41.0999984741211,1,NA,NA,54.7999992370605,68.9000015258789,69.6999969482422,68.3000030517578,67.0999984741211,83.4000015258789,43.2999992370605,62,88.1999969482422,85,85.1999969482422,90,86.9000015258789,85.8000030517578,69.5999984741211,94.0999984741211,94.3000030517578,93.3000030517578,89.5,46.2999992370605,65.5,59.2900009155273,59.0499992370605,0,53.7999992370605,38.1311979251756,46.2000007629395,0.213618807070863,9608.44014805136,12284.9755702685,1.7424593231628,54938,31529,29155,36904,0.277632183119582,0.563477962710143,0.172353558928904,4.16437337245211,46.2246687117906,25.9625581614936
"AL",1127,"Walker",0.0650375939849624,-87.2973123136369,33.8033481221302,0.203059996442996,794,31.4191513061523,0.4839503595755,0.729891956782713,7118.06476116808,76.9197994987469,19.5067848857533,28068.1884510872,0,0,0,0.0519125683060109,0.0650375939849624,0.399646875,1,0.0470732080085588,0.161880101990394,0.107506113611938,0.0885218504426981,0.0617142533904657,0.0586067469376184,70713,56,5.6,28254,1.81939437635184,3.13636363636364,1348.74759152216,871.196890497252,292831,216724,613820,296480,9479,16078,37013,50593,59445,64201,63769,0,0,0.0100432632880099,0.00907512626262626,6.18414889093748,6.13988455222626,33.3333333333333,28.6053613844588,506880,0.5,0.614183915846624,0.0650375939849624,0.485078907274838,0.729891956782713,7980,76.9197994987469,31467,0,0,0,60.0999984741211,72.1999969482422,62.4000015258789,80.0999984741211,75.5,35.5999984741211,NA,NA,48.2999992370605,61.2999992370605,66.4000015258789,50.5,51.7999992370605,99.8000030517578,44.5,41.7999992370605,60.7000007629395,53.2999992370605,57.7000007629395,53.7999992370605,50,54.5999984741211,53.7999992370605,74.3000030517578,76.0999984741211,74.5,66.9000015258789,40,65.7699966430664,59.2999992370605,59.8400001525879,0,52.2999992370605,50.1358716384224,39.9000015258789,0.222269465500443,462.941805895518,6655.12295527256,1.4435325395908,37464,25953,7951,8295,0.208226532919207,0.672834025527116,0,4.3746207492244,7.88593553129381,4.49242308954284
"AL",1129,"Washington",0.53416149068323,-88.2078927468269,31.407618955105,0.267409851526505,1081,22.5873641967773,0.449990236337319,0.187586206896552,4669,169.567359177554,46.6068169776888,16987,0.0119940029985007,1,1,0.5514190932547,0.53416149068323,0.355391428571429,1,0.456799591002045,0.410112752993907,0.380837657524092,0.302937011267779,0.268939603249157,0.249132586314772,18097,58.2000007629395,11,28549,1.9622401357658,NA,2085.0040096231,424.728645587541,295576,164741,791710,155620,4538,7935,14454,14279,16365,16188,15612,3,0.000210098746410813,0.00453110383536015,0.00704346826126955,5.61677109766657,5.85793315448346,47.2897196261682,15.026455026455,695680,0.355140186915888,0.747089947089947,0.53416149068323,0.449990236337319,0.187586206896552,4669,169.567359177554,16987,0.0119940029985007,1,1,51.2000007629395,50.5,54.0999984741211,54.5999984741211,56.0999984741211,6.80000019073486,NA,NA,86.1999969482422,85.1999969482422,74.1999969482422,76.5999984741211,70,88.3000030517578,59.7999992370605,61.5,86.6999969482422,87.1999969482422,90.1999969482422,92.9000015258789,86.6999969482422,90,58.2000007629395,94.0999984741211,95.3000030517578,95.6999969482422,92.3000030517578,49.2000007629395,75.8300018310547,63.6199989318848,69.5100021362305,0,49.5999984741211,83.6632200886263,49.2000007629395,0.205626289515032,2494,2119,1.28506661474703,46202,35953,1138,1160,0.391807043812163,0.608192956187837,0,5,0.970132219471638,0.638652586290691
"AL",1131,"Wilcox",0.722926314079129,-87.3081804587324,31.9892487967319,0.224268785518295,889,24.2410697937012,0.623686469620499,0.67719298245614,24618,296.982573726542,40.8116253495811,179143,0.00105613778536031,0,1,0.682053941908714,0.722926314079129,0.425568181818182,1,0.761532226803397,0.80466537966538,0.782792343696488,0.682267067410906,0.719032086778427,0.725364181662382,13183,51.0999984741211,13,17822,3.01549484997761,5.70172946470549,2663.3702309378,721.11846946284,1303368,957754,7311117,2347868,31828,30816,33810,31080,24880,26279,23476,4,0.000128700128700129,0.0102430555555556,0.00575474330357143,4.99043258677874,6.10924758276437,89.1077962285393,34.0255591054313,573440,0.0821840698001689,0.562300319488818,0.722926314079129,0.623686469620499,0.67719298245614,24618,296.982573726542,179143,0.00105613778536031,0,1,35.9000015258789,51.7999992370605,42.7999992370605,47.9000015258789,64.5999984741211,8.69999980926514,NA,NA,24.2000007629395,29.2999992370605,59.5,61.2000007629395,88.8000030517578,96.0999984741211,96.9000015258789,97.5,98.9000015258789,99.8000030517578,97.8000030517578,99.9000015258789,99.6999969482422,97.8000030517578,78.5999984741211,98.3000030517578,99.0999984741211,98.6999969482422,97.4000015258789,49.7000007629395,57.6399993896484,52.7400016784668,63.6399993896484,0,64,94.2904285067124,49.7000007629395,0.229022183356237,17797,6795,2.55903393807589,44714,17473,836,624,0,1,0,3.5,0.419586853028754,0.419586853028754
"AL",1133,"Winston",0.0341163310961969,-87.373680073922,34.149218115389,0.159975802520511,614,31.0694541931152,0.437295845135835,0.820058997050148,2494.89294910779,64.6703020134228,18.7574823586666,8601.65972302852,0,0,0,0.0402075226977951,0.0341163310961969,0.4023375,1,0.00505415162454874,0.00563360689942968,0.00597460791635549,0.00720547616188303,0.00378376202552027,0.00469694494363666,24843,48.7999992370605,5.7,25418,2.18696384803922,2.2,1639.34426229508,1100.17371163868,111796,175028,231261,149410,4253,6552,12855,14378,15596,18746,18250,0,0,0.00370260663507109,0.00570436507936508,NA,6.43615036836943,NA,32.3243243243243,403200,NA,0.603783783783784,0.0341163310961969,0.488172237758733,0.820058997050148,3576,64.6703020134228,12329,0,0,0,NA,NA,NA,NA,NA,37.7000007629395,NA,NA,19.5,34.2999992370605,54.2000007629395,41.5999984741211,40.5,99.8000030517578,28.8999996185303,49.5999984741211,42.0999984741211,31.6000003814697,29.8999996185303,39.2999992370605,31,36.2000007629395,24,49.7999992370605,47,45,37.0999984741211,26,40.689998626709,34.3499984741211,32.939998626709,0,52.0999984741211,34.1033960271765,26,0.176118552082552,85.1165939013285,2409.77635520647,NA,34612,NA,3337,3571,0.108069048409376,0.505468255651542,0.287031664786089,3.45032900476975,9.26266089573755,3.93700358366059
"AK",2020,"Anchorage",NA,-149.133106463036,61.1501706198774,0.792387947584345,1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0413274236803649,0.0583941325403503,0.0556016256262293,260283,90.4000015258789,4.4,54245,1.39795132650442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6392647722147,87222,53208,79509,65225,0.356462135149016,0.504153406992147,0.329446837506659,3.1655190332843,139.708443469243,67.2037810639331
"AK",2068,"Denali",NA,-150.008949928984,63.6734413839002,5.99685059746582,12750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0142630744849445,0.00547645125958379,1893,NA,8.2,44065,0.777814401274498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79063,NA,878,203,0,1,0,NA,3.77710882245718,0
"AK",2070,"Dillingham",NA,-159.732857787094,59.2994399290403,7.94341240197347,18675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00143472022955524,0.00365704997968306,0.00226944501753662,4922,69.8000030517578,7,35094,1.5286303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82375,NA,743,758,0,0,0,4,0.116556595828315,0.116556595828315
"AK",2090,"Fairbanks North Star",NA,-146.56295816397,64.8084496863493,3.64004925441842,7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0562532705389848,0.0584620956059874,0.0453264467468052,82840,89.8000030517578,5.8,46944,1.27262671451748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20344031817215,73529,61099,28211,24313,0.250239646237931,0.691216854919464,0.248432885075196,3.45112285363878,46.1215123847733,12.7001539105589
"AK",2110,"Juneau",NA,-134.399443520338,58.2913838432153,1.27830126327589,2717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00781941575686043,0.00807528247207841,0.00892086330935252,30711,89.9000015258789,4.8,57809,1.50055000458337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67144186046512,89840,53750,6406,6799,0.292288698180746,0.59582541392296,0.440879662975723,3.78424526380628,24.8429682991684,13.165602693383
"AK",2122,"Kenai Peninsula",NA,-151.647239803017,60.2705285619243,6.88476498093733,16013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00460848040892717,0.00485559566787004,49691,87.1999969482422,10.6,47189,1.85115936979832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520942493572428,64028,122908,10783,9684,0.161647374753052,0.467312597738643,0.365458116554402,4.45222954940083,36.8286139874579,17.4167046087553
"AK",2130,"Ketchikan Gateway",NA,-131.566998952226,55.4374197371159,0.508434785630927,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00438203366198586,0.00497512437810945,0.00578763819841211,14070,85.4000015258789,6.9,53502,0.958615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41266966484199,69420,49141,3137,2497,0.658239015978866,0.341760984021134,0.0914152307150271,3.73099065208669,10.8738496363963,8.1044186563083
"AK",2150,"Kodiak Island",NA,-154.245928929398,57.1079936765294,2.73962456955945,6560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166861515570199,0.00963128009775031,0.00676868746321365,13913,84.6999969482422,6.9,46673,1.20672860635697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01454981812727,80389,26667,3445,3101,0.597071198472073,0.402928801527927,0.484460895747876,1.87793200483582,5.54841468244549,2.58672054403284
"AK",2170,"Matanuska-Susitna",NA,-149.570878744771,62.3136354450013,11.2234304832752,24682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00184360116761407,0.00692828967330838,0.00961851789426372,59322,87.8000030517578,7.9,50273,1.13812021857923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1367455005668,73203,64397,14266,15048,0.361233534537653,0.477678212837794,0.14890169494319,4.47367841607009,34.4134092821554,12.4654673699968
"AK",2201,"Prince of Wales-Outer Ketchikan",NA,-132.306395284798,55.4193058425063,3.02890650425011,7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146436706801172,NA,6146,77.5,12.8,42226,0.721877551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.087212599054519,0,NA,1.25448016180926,0
"AK",2220,"Sitka",NA,-135.464887597114,57.2605448550688,1.20382883401377,2874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00589294483548862,0.00316921335597057,0.00529219682468191,8835,87,5,50166,0.911131914893617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54717993754879,78505,143472,1576,1672,0.50112915447507,0.411622202537511,0.165534631963708,NA,3.79925259386265,0
"AK",2232,"Skagway-Hoonah-Angoon",NA,-135.180246136746,58.5004099290983,3.33152282598365,7896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00145518044237485,NA,3436,79.3000030517578,7,38830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405298141676671,0.18192751276933,0.169171102476549,2.79698045315992,5.31850613115472,3.76467392483533
"AK",2240,"Southeast Fairbanks",NA,-143.206796667402,63.8769837944259,11.8480731972723,24815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0497726728882508,0.0197602850664075,0.0108123488405179,6174,85.9000015258789,9.7,36982,0.928108108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39681951219512,71587,51250,1497,1685,0,0.32953689045057,0,4,4.10423665728831,3.03764129092548
"AK",2261,"Valdez-Cordova",NA,-147.027220188463,60.7065569642251,15.4537755159249,34319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032368808239333,0.00477376504773765,10195,83.9000015258789,8.6,50526,0.516019875341547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86136,NA,2392,2340,0.272021261425968,0.565546294372435,0.253299552039762,3.85953312060926,4.78335854458179,2.79476334810464
"AK",2280,"Wrangell-Petersburg",NA,-133.553895475312,56.3934350009268,2.31225975795106,5835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000814166497048646,0.00224416517055655,NA,6684,81,8.5,44826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645757542060044,0,0.312276619705181,3.46908037508324,1.72863539020165,0.784799707513677
"AK",2290,"Yukon-Koyukuk",NA,-151.389946787389,65.5093944416604,74.225062968814,145900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01746632996633,0.000915890703709357,0.00178954903364352,6551,73.1999969482422,13.5,30532,0.725490196078431,NA,NA,NA,NA,NA,NA,NA,9964,7134,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62670,NA,1151,1031,0,1,0,NA,1.26421186523163,0
"AZ",4001,"Apache",0,-109.488837683577,35.3956156683496,2.88322817243462,11205,311.013031005859,NA,NA,2689.30110642703,24.6885327307508,11.2498389100402,5901.85325494856,0.000196688187964482,0,0,NA,0,0.00218383838383838,NA,NA,0.00106092755380418,0.0289686656982777,0.0128800544925382,0.00249196952018783,0.00244693643558265,69423,54.7000007629395,14.3,20260,2.43262608695652,NA,NA,NA,196722,NA,395700,NA,5283,4281,9196,13196,17765,24095,27767,0,0,0.000685184356541972,0.000219702961595922,6.62671774924902,6.39692965521615,NA,NA,7282560,NA,NA,0,NA,NA,6482,61.0459734649799,12216,0.00323974082073434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4000015258789,66.0999984741211,47.5999984741211,42.9000015258789,48.5999984741211,62.5,71.9000015258789,67.9000015258789,62.9000015258789,60.2999992370605,40.2999992370605,36.7799987792969,48.1500015258789,52.4599990844727,NA,10.6785377852173,0,NA,0,2334.6684197207,1.34716669839457,42460,31518,7473,6397,0.198118063048653,0.288362384602701,0.225053106746241,5,7.93907535201183,6.41042992641388
"AZ",4003,"Cochise",0,-109.751139875987,31.8795734020859,1.53509940356452,6169,242.145111083984,NA,NA,813.741808963296,28.9373297002725,12.4596273291925,1889.90524312841,0,0,0,NA,NA,0.0150322274881517,NA,NA,0.0331001829333907,0.0574984838420885,0.0292844451623324,0.0451870408899834,0.041607662205168,117755,75.6999969482422,5.9,29295,0.842573153979732,NA,NA,NA,NA,NA,NA,NA,NA,6938,34591,46465,40998,34627,31488,0,0,0.00279731457800512,0.00116491085899514,5.64897423816121,6.95177216439891,NA,NA,3948800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9000015258789,60.4000015258789,45.2999992370605,36,42.2999992370605,69.5,77.4000015258789,73.1999969482422,67.1999969482422,59.7999992370605,46.4700012207031,43.560001373291,49.4300003051758,54.1699981689453,NA,7.79690375501225,0,NA,0,813.741808963296,0.692480408558598,47187,68142,23936,26248,0.156914398608957,0.777711350504113,0.146068100568938,4.34764801588125,72.0190127382889,39.3868518094687
"AZ",4005,"Coconino",0,-111.770501309418,35.8387397468315,4.82160271220124,18617,309.815307617188,NA,NA,7622.26638867142,23.7515347837524,13.1653066476787,13751.3337217616,0.000317044553476741,0,0,NA,NA,0.0317305797101449,0,NA,0.00530955720296534,0.0124667021843367,0.0265074700989116,0.0104453232462173,0.0121186421764456,116320,79,6.9,33747,1.54187920455386,NA,NA,NA,NA,NA,NA,NA,NA,NA,8130,9982,14064,18770,23910,0,0,0.00108524471006299,0.000209754067550878,NA,6.65929391968364,NA,NA,11918720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4000015258789,56.5,36.7999992370605,30.7000007629395,40.4000015258789,69.8000030517578,67.3000030517578,61.0999984741211,55.5,52,38.6199989318848,36.3300018310547,45.439998626709,47.7400016784668,NA,6.37469727067383,0,NA,0,6918.39048491837,1.29140175953079,55046,42625,25253,24982,0.587788506434628,0.308138629321503,0.407887930460106,3.33232880001246,59.2183766880393,32.391219981575
