"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"57660","*****","310M100US10020","Abbeville, LA Micro Area"
"40315","*****","310M100US10100","Aberdeen, SD Micro Area"
"72348","*****","310M100US10140","Aberdeen, WA Micro Area"
"164100","*****","310M100US10180","Abilene, TX Metro Area"
"37102","*****","310M100US10220","Ada, OK Micro Area"
"19514","*****","310M100US10260","Adjuntas, PR Micro Area"
"100456","*****","310M100US10300","Adrian, MI Micro Area"
"307587","*****","310M100US10380","Aguadilla-Isabela-San Sebastián, PR Metro Area"
"702882","*****","310M100US10420","Akron, OH Metro Area"
"63494","*****","310M100US10460","Alamogordo, NM Micro Area"
"157632","*****","310M100US10500","Albany, GA Metro Area"
"115776","*****","310M100US10540","Albany-Lebanon, OR Micro Area"
"868231","*****","310M100US10580","Albany-Schenectady-Troy, NY Metro Area"
"60394","*****","310M100US10620","Albemarle, NC Micro Area"
"31301","*****","310M100US10660","Albert Lea, MN Micro Area"
"92052","*****","310M100US10700","Albertville, AL Micro Area"
"875617","*****","310M100US10740","Albuquerque, NM Metro Area"
"52917","*****","310M100US10760","Alexander City, AL Micro Area"
"153146","*****","310M100US10780","Alexandria, LA Metro Area"
"36051","*****","310M100US10820","Alexandria, MN Micro Area"
"40821","*****","310M100US10860","Alice, TX Micro Area"
"111405","*****","310M100US10880","Allegan, MI Micro Area"
"817323","*****","310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area"
"42495","*****","310M100US10940","Alma, MI Micro Area"
"29797","*****","310M100US10980","Alpena, MI Micro Area"
"127090","*****","310M100US11020","Altoona, PA Metro Area"
"26311","*****","310M100US11060","Altus, OK Micro Area"
"247803","115","310M100US11100","Amarillo, TX Metro Area"
"37710","*****","310M100US11140","Americus, GA Micro Area"
"88577","*****","310M100US11180","Ames, IA Metro Area"
"49985","*****","310M100US11220","Amsterdam, NY Micro Area"
"374207","*****","310M100US11260","Anchorage, AK Metro Area"
"131445","*****","310M100US11300","Anderson, IN Metro Area"
"185675","*****","310M100US11340","Anderson, SC Metro Area"
"14500","*****","310M100US11380","Andrews, TX Micro Area"
"34084","*****","310M100US11420","Angola, IN Micro Area"
"344727","*****","310M100US11460","Ann Arbor, MI Metro Area"
"117614","*****","310M100US11500","Anniston-Oxford, AL Metro Area"
"224158","*****","310M100US11540","Appleton, WI Metro Area"
"34669","*****","310M100US11580","Arcadia, FL Micro Area"
"56669","*****","310M100US11620","Ardmore, OK Micro Area"
"23066","*****","310M100US11660","Arkadelphia, AR Micro Area"
"421180","*****","310M100US11700","Asheville, NC Metro Area"
"53331","*****","310M100US11740","Ashland, OH Micro Area"
"101676","*****","310M100US11780","Ashtabula, OH Micro Area"
"36966","*****","310M100US11820","Astoria, OR Micro Area"
"16867","*****","310M100US11860","Atchison, KS Micro Area"
"64562","*****","310M100US11900","Athens, OH Micro Area"
"52254","*****","310M100US11940","Athens, TN Micro Area"
"78394","*****","310M100US11980","Athens, TX Micro Area"
"190978","*****","310M100US12020","Athens-Clarke County, GA Metro Area"
"5213854","*****","310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area"
"273674","*****","310M100US12100","Atlantic City-Hammonton, NJ Metro Area"
"42136","*****","310M100US12140","Auburn, IN Micro Area"
"80204","*****","310M100US12180","Auburn, NY Micro Area"
"137855","*****","310M100US12220","Auburn-Opelika, AL Metro Area"
"550420","*****","310M100US12260","Augusta-Richmond County, GA-SC Metro Area"
"122008","*****","310M100US12300","Augusta-Waterville, ME Micro Area"
"38985","*****","310M100US12380","Austin, MN Micro Area"
"1681167","*****","310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area"
"27890","*****","310M100US12460","Bainbridge, GA Micro Area"
"829254","*****","310M100US12540","Bakersfield-Delano, CA Metro Area"
"2697421","*****","310M100US12580","Baltimore-Towson, MD Metro Area"
"153400","*****","310M100US12620","Bangor, ME Metro Area"
"61504","*****","310M100US12660","Baraboo, WI Micro Area"
"216639","*****","310M100US12700","Barnstable Town, MA Metro Area"
"59426","*****","310M100US12740","Barre, VT Micro Area"
"50791","*****","310M100US12780","Bartlesville, OK Micro Area"
"28097","*****","310M100US12820","Bastrop, LA Micro Area"
"59966","*****","310M100US12860","Batavia, NY Micro Area"
"36279","*****","310M100US12900","Batesville, AR Micro Area"
"795254","*****","310M100US12940","Baton Rouge, LA Metro Area"
"136554","*****","310M100US12980","Battle Creek, MI Metro Area"
"107838","*****","310M100US13020","Bay City, MI Metro Area"
"36662","*****","310M100US13060","Bay City, TX Micro Area"
"22423","*****","310M100US13100","Beatrice, NE Micro Area"
"386882","*****","310M100US13140","Beaumont-Port Arthur, TX Metro Area"
