"GEO_ID","B01003_001E","B01003_001M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Geographic Area Name"
"310M100US36140","97684","*****","Ocean City, NJ Metro Area"
"310M100US36180","51133","*****","Ocean Pines, MD Micro Area"
"310M100US36220","133015","*****","Odessa, TX Metro Area"
"310M100US36260","526394","*****","Ogden-Clearfield, UT Metro Area"
"310M100US36300","111778","*****","Ogdensburg-Massena, NY Micro Area"
"310M100US36340","55320","*****","Oil City, PA Micro Area"
"310M100US36380","39883","*****","Okeechobee, FL Micro Area"
"310M100US36420","1218920","*****","Oklahoma City, OK Metro Area"
"310M100US36460","80776","*****","Olean, NY Micro Area"
"310M100US36500","243563","*****","Olympia, WA Metro Area"
"310M100US36540","845820","*****","Omaha-Council Bluffs, NE-IA Metro Area"
"310M100US36580","62604","*****","Oneonta, NY Micro Area"
"310M100US36620","53777","*****","Ontario, OR-ID Micro Area"
"310M100US36660","84309","*****","Opelousas-Eunice, LA Micro Area"
"310M100US36700","92475","*****","Orangeburg, SC Micro Area"
"310M100US36740","2083626","*****","Orlando-Kissimmee-Sanford, FL Metro Area"
"310M100US36780","165032","*****","Oshkosh-Neenah, WI Metro Area"
"310M100US36820","22382","*****","Oskaloosa, IA Micro Area"
"310M100US36860","154854","*****","Ottawa-Streator, IL Micro Area"
"310M100US36900","35553","*****","Ottumwa, IA Micro Area"
"310M100US36940","36434","*****","Owatonna, MN Micro Area"
"310M100US36980","113588","*****","Owensboro, KY Metro Area"
"310M100US37020","71621","*****","Owosso, MI Micro Area"
"310M100US37060","45859","*****","Oxford, MS Micro Area"
"310M100US37100","809080","*****","Oxnard-Thousand Oaks-Ventura, CA Metro Area"
"310M100US37140","98381","*****","Paducah, KY-IL Micro Area"
"310M100US37220","43878","*****","Pahrump, NV Micro Area"
"310M100US37260","74715","*****","Palatka, FL Micro Area"
"310M100US37300","58016","*****","Palestine, TX Micro Area"
"310M100US37340","540583","*****","Palm Bay-Melbourne-Titusville, FL Metro Area"
"310M100US37380","91806","*****","Palm Coast, FL Metro Area"
"310M100US37420","23374","121","Pampa, TX Micro Area"
"310M100US37460","166798","*****","Panama City-Lynn Haven-Panama City Beach, FL Metro Area"
"310M100US37500","41318","*****","Paragould, AR Micro Area"
"310M100US37540","32042","*****","Paris, TN Micro Area"
"310M100US37580","49536","*****","Paris, TX Micro Area"
"310M100US37620","162214","*****","Parkersburg-Marietta-Vienna, WV-OH Metro Area"
"310M100US37660","21791","*****","Parsons, KS Micro Area"
"310M100US37700","159143","*****","Pascagoula, MS Metro Area"
"310M100US37740","53272","*****","Payson, AZ Micro Area"
"310M100US37780","13269","*****","Pecos, TX Micro Area"
"310M100US37800","33378","*****","Pella, IA Micro Area"
"310M100US37820","85916","*****","Pendleton-Hermiston, OR Micro Area"
"310M100US37860","445778","*****","Pensacola-Ferry Pass-Brent, FL Metro Area"
"310M100US37900","376046","*****","Peoria, IL Metro Area"
"310M100US37940","37307","*****","Peru, IN Micro Area"
"310M100US37980","5911638","*****","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
"310M100US38020","56074","*****","Phoenix Lake-Cedar Ridge, CA Micro Area"
"310M100US38060","4080707","*****","Phoenix-Mesa-Glendale, AZ Metro Area"
"310M100US38100","55923","*****","Picayune, MS Micro Area"
"310M100US38180","19723","*****","Pierre, SD Micro Area"
"310M100US38200","23487","*****","Pierre Part, LA Micro Area"
"310M100US38220","101419","*****","Pine Bluff, AR Metro Area"
"310M100US38260","38985","*****","Pittsburg, KS Micro Area"
"310M100US38300","2358313","*****","Pittsburgh, PA Metro Area"
"310M100US38340","131528","*****","Pittsfield, MA Metro Area"
"310M100US38380","36041","*****","Plainview, TX Micro Area"
"310M100US38420","50716","*****","Platteville, WI Micro Area"
"310M100US38460","82380","*****","Plattsburgh, NY Micro Area"
"310M100US38500","46976","*****","Plymouth, IN Micro Area"
"310M100US38540","88334","*****","Pocatello, ID Metro Area"
"310M100US38580","57959","*****","Point Pleasant, WV-OH Micro Area"
"310M100US38620","46473","*****","Ponca City, OK Micro Area"
"310M100US38660","248505","*****","Ponce, PR Metro Area"
"310M100US38700","39010","*****","Pontiac, IL Micro Area"
"310M100US38740","42437","*****","Poplar Bluff, MO Micro Area"
"310M100US38780","19372","*****","Portales, NM Micro Area"
"310M100US38820","70638","*****","Port Angeles, WA Micro Area"
"310M100US38860","513139","*****","Portland-South Portland-Biddeford, ME Metro Area"
"310M100US38900","2170801","*****","Portland-Vancouver-Hillsboro, OR-WA Metro Area"
"310M100US38940","413981","*****","Port St. Lucie, FL Metro Area"
"310M100US39020","78988","*****","Portsmouth, OH Micro Area"
"310M100US39060","148288","*****","Pottsville, PA Micro Area"
"310M100US39100","666353","*****","Poughkeepsie-Newburgh-Middletown, NY Metro Area"
"310M100US39140","209260","*****","Prescott, AZ Metro Area"
"310M100US39220","20765","*****","Price, UT Micro Area"
"310M100US39260","21515","*****","Prineville, OR Micro Area"
"310M100US39300","1602822","*****","Providence-New Bedford-Fall River, RI-MA Metro Area"
"310M100US39340","495922","*****","Provo-Orem, UT Metro Area"
"310M100US39380","156244","*****","Pueblo, CO Metro Area"
"310M100US39420","43747","*****","Pullman, WA Micro Area"
"310M100US39460","159385","*****","Punta Gorda, FL Metro Area"
"310M100US39500","77265","*****","Quincy, IL-MO Micro Area"
"310M100US39540","194736","*****","Racine, WI Metro Area"
"310M100US39580","1069694","*****","Raleigh-Cary, NC Metro Area"
"310M100US39660","123078","*****","Rapid City, SD Metro Area"
"310M100US39700","21769","*****","Raymondville, TX Micro Area"
"310M100US39740","407310","*****","Reading, PA Metro Area"
"310M100US39780","62575","*****","Red Bluff, CA Micro Area"
"310M100US39820","176906","*****","Redding, CA Metro Area"
"310M100US39860","45930","*****","Red Wing, MN Micro Area"
"310M100US39900","416860","*****","Reno-Sparks, NV Metro Area"
"310M100US39940","49475","*****","Rexburg, ID Micro Area"
"310M100US39980","69187","*****","Richmond, IN Micro Area"
"310M100US40060","1235365","*****","Richmond, VA Metro Area"
"310M100US40080","98655","*****","Richmond-Berea, KY Micro Area"
"310M100US40100","59989","*****","Rio Grande City-Roma, TX Micro Area"
"310M100US40140","4114751","*****","Riverside-San Bernardino-Ontario, CA Metro Area"
"310M100US40180","38875","*****","Riverton, WY Micro Area"
"310M100US40220","304995","*****","Roanoke, VA Metro Area"
"310M100US40260","77454","*****","Roanoke Rapids, NC Micro Area"
"310M100US40300","53578","*****","Rochelle, IL Micro Area"
"310M100US40340","182816","*****","Rochester, MN Metro Area"
"310M100US40380","1049836","*****","Rochester, NY Metro Area"
"310M100US40420","347539","*****","Rockford, IL Metro Area"
"310M100US40460","46477","*****","Rockingham, NC Micro Area"
"310M100US40500","40111","*****","Rockland, ME Micro Area"
"310M100US40540","42266","*****","Rock Springs, WY Micro Area"
"310M100US40580","150649","*****","Rocky Mount, NC Metro Area"
"310M100US40620","44473","*****","Rolla, MO Micro Area"
"310M100US40660","95810","*****","Rome, GA Metro Area"
"310M100US40700","107209","*****","Roseburg, OR Micro Area"
"310M100US40740","64268","*****","Roswell, NM Micro Area"
"310M100US40760","20502","*****","Ruidoso, NM Micro Area"
"310M100US40780","82355","*****","Russellville, AR Micro Area"
"310M100US40820","61875","*****","Ruston, LA Micro Area"
"310M100US40860","62278","*****","Rutland, VT Micro Area"
"310M100US40900","2107092","*****","Sacramento--Arden-Arcade--Roseville, CA Metro Area"
"310M100US40940","44348","*****","Safford, AZ Micro Area"
"310M100US40980","202336","*****","Saginaw-Saginaw Township North, MI Metro Area"
"310M100US41060","186075","*****","St. Cloud, MN Metro Area"
"310M100US41100","134033","*****","St. George, UT Metro Area"
"310M100US41140","126030","*****","St. Joseph, MO-KS Metro Area"
"310M100US41180","2792309","*****","St. Louis, MO-IL Metro Area"
"310M100US41220","49293","*****","St. Marys, GA Micro Area"
"310M100US41260","32480","*****","St. Marys, PA Micro Area"
"310M100US41420","383639","*****","Salem, OR Metro Area"
"310M100US41460","61089","*****","Salina, KS Micro Area"
"310M100US41500","407435","*****","Salinas, CA Metro Area"
"310M100US41540","123362","*****","Salisbury, MD Metro Area"
"310M100US41580","136880","*****","Salisbury, NC Micro Area"
"310M100US41620","1090848","*****","Salt Lake City, UT Metro Area"
"310M100US41660","109673","235","San Angelo, TX Metro Area"
"310M100US41700","2057782","*****","San Antonio-New Braunfels, TX Metro Area"
"310M100US41740","3022468","*****","San Diego-Carlsbad-San Marcos, CA Metro Area"
"310M100US41780","77454","*****","Sandusky, OH Metro Area"
"310M100US41820","55576","*****","Sanford, NC Micro Area"
"310M100US41860","4244889","*****","San Francisco-Oakland-Fremont, CA Metro Area"
"310M100US41900","137997","*****","San Germ?n-Cabo Rojo, PR Metro Area"
"310M100US41940","1793888","*****","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
"310M100US41980","2498788","*****","San Juan-Caguas-Guaynabo, PR Metro Area"
"310M100US42020","265577","*****","San Luis Obispo-Paso Robles, CA Metro Area"
"310M100US42060","416051","*****","Santa Barbara-Santa Maria-Goleta, CA Metro Area"
"310M100US42100","256901","*****","Santa Cruz-Watsonville, CA Metro Area"
"310M100US42140","141702","*****","Santa Fe, NM Metro Area"
"310M100US42180","23113","*****","Santa Isabel, PR Micro Area"
"310M100US42220","474047","*****","Santa Rosa-Petaluma, CA Metro Area"
"310M100US42300","39078","*****","Sault Ste. Marie, MI Micro Area"
"310M100US42340","335980","*****","Savannah, GA Metro Area"
"310M100US42380","62415","*****","Sayre, PA Micro Area"
"310M100US42420","37289","74","Scottsbluff, NE Micro Area"
"310M100US42460","53386","*****","Scottsboro, AL Micro Area"
"310M100US42500","24109","*****","Scottsburg, IN Micro Area"
"310M100US42540","561113","*****","Scranton--Wilkes-Barre, PA Metro Area"
"310M100US42580","190846","*****","Seaford, DE Micro Area"
"310M100US42620","74957","*****","Searcy, AR Micro Area"
"310M100US42660","3356089","*****","Seattle-Tacoma-Bellevue, WA Metro Area"
"310M100US42680","135518","*****","Sebastian-Vero Beach, FL Metro Area"
"310M100US42700","98807","*****","Sebring, FL Micro Area"
"310M100US42740","41587","*****","Sedalia, MO Micro Area"
"310M100US42780","39400","*****","Selinsgrove, PA Micro Area"
"310M100US42820","44066","*****","Selma, AL Micro Area"
"310M100US42860","73035","*****","Seneca, SC Micro Area"
"310M100US42900","35309","*****","Seneca Falls, NY Micro Area"
"310M100US42940","87507","*****","Sevierville, TN Micro Area"
"310M100US42980","41902","*****","Seymour, IN Micro Area"
"310M100US43060","68751","*****","Shawnee, OK Micro Area"
"310M100US43100","115328","*****","Sheboygan, WI Metro Area"
"310M100US43140","97786","*****","Shelby, NC Micro Area"
"310M100US43180","44172","*****","Shelbyville, TN Micro Area"
"310M100US43220","59287","*****","Shelton, WA Micro Area"
"310M100US43260","28380","*****","Sheridan, WY Micro Area"
"310M100US43300","119111","*****","Sherman-Denison, TX Metro Area"
"310M100US43320","107060","*****","Show Low, AZ Micro Area"
"310M100US43340","393350","*****","Shreveport-Bossier City, LA Metro Area"
"310M100US43380","49350","*****","Sidney, OH Micro Area"
"310M100US43420","129268","*****","Sierra Vista-Douglas, AZ Micro Area"
"310M100US43460","39370","*****","Sikeston, MO Micro Area"
"310M100US43500","29706","*****","Silver City, NM Micro Area"
"310M100US43540","27105","*****","Silverthorne, CO Micro Area"
"310M100US43580","141794","*****","Sioux City, IA-NE-SD Metro Area"
"310M100US43620","221095","*****","Sioux Falls, SD Metro Area"
"310M100US43660","16579","*****","Snyder, TX Micro Area"
"310M100US43700","62062","*****","Somerset, KY Micro Area"
"310M100US43740","78219","*****","Somerset, PA Micro Area"
"310M100US43780","318951","*****","South Bend-Mishawaka, IN-MI Metro Area"
"310M100US43860","85914","*****","Southern Pines-Pinehurst, NC Micro Area"
"310M100US43900","278167","*****","Spartanburg, SC Metro Area"
"310M100US43940","23670","*****","Spearfish, SD Micro Area"
"310M100US43980","16718","*****","Spencer, IA Micro Area"
"310M100US44020","16665","*****","Spirit Lake, IA Micro Area"
"310M100US44060","461262","*****","Spokane, WA Metro Area"
"310M100US44100","207990","*****","Springfield, IL Metro Area"
"310M100US44140","691119","*****","Springfield, MA Metro Area"
"310M100US44180","427566","*****","Springfield, MO Metro Area"
"310M100US44220","139374","*****","Springfield, OH Metro Area"
"310M100US44260","46529","*****","Starkville, MS Micro Area"
"310M100US44300","151411","*****","State College, PA Metro Area"
"310M100US44340","67298","*****","Statesboro, GA Micro Area"
"310M100US44380","154632","*****","Statesville-Mooresville, NC Micro Area"
"310M100US44420","117892","*****","Staunton-Waynesboro, VA Micro Area"
"310M100US44500","37142","*****","Stephenville, TX Micro Area"
"310M100US44540","22278","*****","Sterling, CO Micro Area"
"310M100US44580","58750","*****","Sterling, IL Micro Area"
"310M100US44600","125101","*****","Steubenville-Weirton, OH-WV Metro Area"
"310M100US44620","69437","*****","Stevens Point, WI Micro Area"
"310M100US44660","75687","*****","Stillwater, OK Micro Area"
"310M100US44700","673613","*****","Stockton, CA Metro Area"
"310M100US44740","19980","*****","Storm Lake, IA Micro Area"
"310M100US44780","61848","*****","Sturgis, MI Micro Area"
"310M100US44860","34540","*****","Sulphur Springs, TX Micro Area"
"310M100US44900","25985","*****","Summerville, GA Micro Area"
"310M100US44940","106601","*****","Sumter, SC Metro Area"
"310M100US44980","94099","*****","Sunbury, PA Micro Area"
"310M100US45000","35081","*****","Susanville, CA Micro Area"
"310M100US45020","14990","*****","Sweetwater, TX Micro Area"
"310M100US45060","658811","*****","Syracuse, NY Metro Area"
"310M100US45140","46182","*****","Tahlequah, OK Micro Area"
"310M100US45180","82347","*****","Talladega-Sylacauga, AL Micro Area"
"310M100US45220","360391","*****","Tallahassee, FL Metro Area"
"310M100US45260","12286","*****","Tallulah, LA Micro Area"
"310M100US45300","2745350","*****","Tampa-St. Petersburg-Clearwater, FL Metro Area"
"310M100US45340","32574","*****","Taos, NM Micro Area"
"310M100US45380","34936","*****","Taylorville, IL Micro Area"
"310M100US45460","172066","*****","Terre Haute, IN Metro Area"
"310M100US45500","134447","*****","Texarkana, TX-Texarkana, AR Metro Area"
"310M100US45520","24695","*****","The Dalles, OR Micro Area"
"310M100US45540","85891","*****","The Villages, FL Micro Area"
"310M100US45580","27308","*****","Thomaston, GA Micro Area"
"310M100US45620","44451","*****","Thomasville, GA Micro Area"
"310M100US45640","160638","*****","Thomasville-Lexington, NC Micro Area"
"310M100US45660","57091","*****","Tiffin, OH Micro Area"
"310M100US45700","39823","*****","Tifton, GA Micro Area"
"310M100US45740","25876","*****","Toccoa, GA Micro Area"
"310M100US45780","653650","*****","Toledo, OH Metro Area"
"310M100US45820","231386","*****","Topeka, KS Metro Area"
"310M100US45860","189916","*****","Torrington, CT Micro Area"
"310M100US45900","142923","*****","Traverse City, MI Micro Area"
"310M100US45940","364445","*****","Trenton-Ewing, NJ Metro Area"
"310M100US45980","32147","*****","Troy, AL Micro Area"
"310M100US46020","98186","*****","Truckee-Grass Valley, CA Micro Area"
"310M100US46060","964462","*****","Tucson, AZ Metro Area"
"310M100US46100","99664","*****","Tullahoma, TN Micro Area"
"310M100US46140","917367","*****","Tulsa, OK Metro Area"
"310M100US46180","134298","*****","Tupelo, MS Micro Area"
"310M100US46220","213754","*****","Tuscaloosa, AL Metro Area"
"310M100US46260","21699","*****","Tuskegee, AL Micro Area"
"310M100US46300","96211","*****","Twin Falls, ID Micro Area"
"310M100US46340","203393","*****","Tyler, TX Metro Area"
"310M100US46380","87487","*****","Ukiah, CA Micro Area"
"310M100US46420","29089","*****","Union, SC Micro Area"
"310M100US46460","38763","*****","Union City, TN-KY Micro Area"
"310M100US46500","40140","*****","Urbana, OH Micro Area"
"310M100US46540","298865","*****","Utica-Rome, NY Metro Area"
"310M100US46580","33741","*****","Utuado, PR Micro Area"
"310M100US46620","26285","*****","Uvalde, TX Micro Area"
"310M100US46660","134631","*****","Valdosta, GA Metro Area"
"310M100US46700","410042","*****","Vallejo-Fairfield, CA Metro Area"
"310M100US46740","34579","*****","Valley, AL Micro Area"
"310M100US46780","29029","*****","Van Wert, OH Micro Area"
"310M100US46820","13816","*****","Vermillion, SD Micro Area"
"310M100US46860","30991","*****","Vernal, UT Micro Area"
"310M100US46900","13637","*****","Vernon, TX Micro Area"
"310M100US46980","48890","*****","Vicksburg, MS Micro Area"
"310M100US47020","114094","*****","Victoria, TX Metro Area"
"310M100US47080","36289","*****","Vidalia, GA Micro Area"
"310M100US47180","38425","*****","Vincennes, IN Micro Area"
"310M100US47220","155456","*****","Vineland-Millville-Bridgeton, NJ Metro Area"
"310M100US47260","1663070","*****","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
"310M100US47300","429404","*****","Visalia-Porterville, CA Metro Area"
"310M100US47340","33225","*****","Wabash, IN Micro Area"
"310M100US47380","229587","*****","Waco, TX Metro Area"
"310M100US47420","23143","*****","Wahpeton, ND-MN Micro Area"
"310M100US47460","57585","*****","Walla Walla, WA Micro Area"
"310M100US47500","38833","*****","Walterboro, SC Micro Area"
"310M100US47540","46023","*****","Wapakoneta, OH Micro Area"
"310M100US47580","134880","*****","Warner Robins, GA Metro Area"
"310M100US47620","41877","*****","Warren, PA Micro Area"
"310M100US47660","52041","*****","Warrensburg, MO Micro Area"
"310M100US47700","76982","*****","Warsaw, IN Micro Area"
"310M100US47780","31045","*****","Washington, IN Micro Area"
"310M100US47820","47185","*****","Washington, NC Micro Area"
"310M100US47900","5416691","*****","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
"310M100US47920","28913","*****","Washington Court House, OH Micro Area"
"310M100US47940","165838","*****","Waterloo-Cedar Falls, IA Metro Area"
"310M100US47980","32801","*****","Watertown, SD Micro Area"
"310M100US48020","82778","*****","Watertown-Fort Atkinson, WI Micro Area"
"310M100US48060","115069","*****","Watertown-Fort Drum, NY Micro Area"
"310M100US48100","27521","*****","Wauchula, FL Micro Area"
"310M100US48140","132644","*****","Wausau, WI Metro Area"
"310M100US48180","54211","*****","Waycross, GA Micro Area"
"310M100US48220","26824","*****","Weatherford, OK Micro Area"
"310M100US48300","108155","*****","Wenatchee-East Wenatchee, WA Metro Area"
"310M100US48460","39763","*****","West Plains, MO Micro Area"
"310M100US48500","20883","*****","West Point, MS Micro Area"
"310M100US48540","148354","*****","Wheeling, WV-OH Metro Area"
"310M100US48580","101735","*****","Whitewater, WI Micro Area"
"310M100US48620","609383","*****","Wichita, KS Metro Area"
"310M100US48660","150953","*****","Wichita Falls, TX Metro Area"
"310M100US48700","116376","*****","Williamsport, PA Metro Area"
"310M100US48740","117708","*****","Willimantic, CT Micro Area"
"310M100US48780","21194","*****","Williston, ND Micro Area"
"310M100US48820","41869","*****","Willmar, MN Micro Area"
"310M100US48900","349522","*****","Wilmington, NC Metro Area"
"310M100US48940","42416","*****","Wilmington, OH Micro Area"
"310M100US48980","79533","*****","Wilson, NC Micro Area"
"310M100US49020","125382","*****","Winchester, VA-WV Metro Area"
"310M100US49060","36140","*****","Winfield, KS Micro Area"
"310M100US49100","51304","*****","Winona, MN Micro Area"
"310M100US49180","468922","*****","Winston-Salem, NC Metro Area"
"310M100US49260","19967","*****","Woodward, OK Micro Area"
"310M100US49300","114438","*****","Wooster, OH Micro Area"
"310M100US49340","791855","*****","Worcester, MA Metro Area"
"310M100US49380","21030","*****","Worthington, MN Micro Area"
"310M100US49420","236542","*****","Yakima, WA Metro Area"
"310M100US49460","22216","*****","Yankton, SD Micro Area"
"310M100US49500","109937","*****","Yauco, PR Metro Area"
"310M100US49540","28402","*****","Yazoo City, MS Micro Area"
"310M100US49620","428175","*****","York-Hanover, PA Metro Area"
"310M100US49660","571975","*****","Youngstown-Warren-Boardman, OH-PA Metro Area"
"310M100US49700","164580","*****","Yuba City, CA Metro Area"
"310M100US49740","190526","*****","Yuma, AZ Metro Area"
"310M100US49780","85951","*****","Zanesville, OH Micro Area"
