"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"42864","*****","310M600US10100","Aberdeen, SD Micro Area"
"73769","*****","310M600US10140","Aberdeen, WA Micro Area"
"171354","*****","310M600US10180","Abilene, TX Metro Area"
"38385","*****","310M600US10220","Ada, OK Micro Area"
"98310","*****","310M600US10300","Adrian, MI Micro Area"
"295172","*****","310M600US10380","Aguadilla-Isabela, PR Metro Area"
"703286","*****","310M600US10420","Akron, OH Metro Area"
"66804","*****","310M600US10460","Alamogordo, NM Micro Area"
"147431","*****","310M600US10500","Albany, GA Metro Area"
"127216","*****","310M600US10540","Albany-Lebanon, OR Metro Area"
"880766","*****","310M600US10580","Albany-Schenectady-Troy, NY Metro Area"
"62050","*****","310M600US10620","Albemarle, NC Micro Area"
"30465","*****","310M600US10660","Albert Lea, MN Micro Area"
"96137","*****","310M600US10700","Albertville, AL Micro Area"
"915986","*****","310M600US10740","Albuquerque, NM Metro Area"
"51146","*****","310M600US10760","Alexander City, AL Micro Area"
"152715","*****","310M600US10780","Alexandria, LA Metro Area"
"37820","*****","310M600US10820","Alexandria, MN Micro Area"
"51990","*****","310M600US10860","Alice, TX Micro Area"
"841265","*****","310M600US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area"
"40692","*****","310M600US10940","Alma, MI Micro Area"
"28431","*****","310M600US10980","Alpena, MI Micro Area"
"122495","3","310M600US11020","Altoona, PA Metro Area"
"24808","*****","310M600US11060","Altus, OK Micro Area"
"264345","144","310M600US11100","Amarillo, TX Metro Area"
"34929","*****","310M600US11140","Americus, GA Micro Area"
"123736","*****","310M600US11180","Ames, IA Metro Area"
"49294","*****","310M600US11220","Amsterdam, NY Micro Area"
"399450","*****","310M600US11260","Anchorage, AK Metro Area"
"18227","*****","310M600US11380","Andrews, TX Micro Area"
"34591","*****","310M600US11420","Angola, IN Micro Area"
"368385","*****","310M600US11460","Ann Arbor, MI Metro Area"
"114324","*****","310M600US11500","Anniston-Oxford, AL Metro Area"
"236834","*****","310M600US11540","Appleton, WI Metro Area"
"37371","*****","310M600US11580","Arcadia, FL Micro Area"
"58508","*****","310M600US11620","Ardmore, OK Micro Area"
"177570","*****","310M600US11640","Arecibo, PR Metro Area"
"22341","*****","310M600US11660","Arkadelphia, AR Micro Area"
"459344","*****","310M600US11700","Asheville, NC Metro Area"
"53533","*****","310M600US11740","Ashland, OH Micro Area"
"97416","*****","310M600US11780","Ashtabula, OH Micro Area"
"39656","*****","310M600US11820","Astoria, OR Micro Area"
"16210","*****","310M600US11860","Atchison, KS Micro Area"
"65945","*****","310M600US11900","Athens, OH Micro Area"
"53392","*****","310M600US11940","Athens, TN Micro Area"
"81969","*****","310M600US11980","Athens, TX Micro Area"
"210810","*****","310M600US12020","Athens-Clarke County, GA Metro Area"
"5947008","*****","310M600US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area"
"264650","*****","310M600US12100","Atlantic City-Hammonton, NJ Metro Area"
"36775","*****","310M600US12120","Atmore, AL Micro Area"
"43193","*****","310M600US12140","Auburn, IN Micro Area"
"76958","*****","310M600US12180","Auburn, NY Micro Area"
"163461","*****","310M600US12220","Auburn-Opelika, AL Metro Area"
"605303","*****","310M600US12260","Augusta-Richmond County, GA-SC Metro Area"
"122158","*****","310M600US12300","Augusta-Waterville, ME Micro Area"
"39931","*****","310M600US12380","Austin, MN Micro Area"
