"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"58041","*****","310M100US10020","Abbeville, LA Micro Area"
"40612","*****","310M100US10100","Aberdeen, SD Micro Area"
"72272","*****","310M100US10140","Aberdeen, WA Micro Area"
"165083","*****","310M100US10180","Abilene, TX Metro Area"
"37438","*****","310M100US10220","Ada, OK Micro Area"
"19458","*****","310M100US10260","Adjuntas, PR Micro Area"
"99878","*****","310M100US10300","Adrian, MI Micro Area"
"305538","*****","310M100US10380","Aguadilla-Isabela-San Sebastián, PR Metro Area"
"702966","*****","310M100US10420","Akron, OH Metro Area"
"64176","*****","310M100US10460","Alamogordo, NM Micro Area"
"157634","*****","310M100US10500","Albany, GA Metro Area"
"116871","*****","310M100US10540","Albany-Lebanon, OR Micro Area"
"870890","*****","310M100US10580","Albany-Schenectady-Troy, NY Metro Area"
"60489","*****","310M100US10620","Albemarle, NC Micro Area"
"31188","*****","310M100US10660","Albert Lea, MN Micro Area"
"93070","*****","310M100US10700","Albertville, AL Micro Area"
"885683","*****","310M100US10740","Albuquerque, NM Metro Area"
"52839","*****","310M100US10760","Alexander City, AL Micro Area"
"153704","*****","310M100US10780","Alexandria, LA Metro Area"
"36167","*****","310M100US10820","Alexandria, MN Micro Area"
"41014","*****","310M100US10860","Alice, TX Micro Area"
"111589","*****","310M100US10880","Allegan, MI Micro Area"
"821273","*****","310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area"
"42340","*****","310M100US10940","Alma, MI Micro Area"
"29602","*****","310M100US10980","Alpena, MI Micro Area"
"127133","*****","310M100US11020","Altoona, PA Metro Area"
"26275","*****","310M100US11060","Altus, OK Micro Area"
"250224","116","310M100US11100","Amarillo, TX Metro Area"
"37388","*****","310M100US11140","Americus, GA Micro Area"
"89734","*****","310M100US11180","Ames, IA Metro Area"
"50025","*****","310M100US11220","Amsterdam, NY Micro Area"
"380789","*****","310M100US11260","Anchorage, AK Metro Area"
"131244","*****","310M100US11300","Anderson, IN Metro Area"
"187228","*****","310M100US11340","Anderson, SC Metro Area"
"15006","*****","310M100US11380","Andrews, TX Micro Area"
"34116","*****","310M100US11420","Angola, IN Micro Area"
"346010","*****","310M100US11460","Ann Arbor, MI Metro Area"
"117834","*****","310M100US11500","Anniston-Oxford, AL Metro Area"
"225737","*****","310M100US11540","Appleton, WI Metro Area"
"34628","*****","310M100US11580","Arcadia, FL Micro Area"
"57007","*****","310M100US11620","Ardmore, OK Micro Area"
"23050","*****","310M100US11660","Arkadelphia, AR Micro Area"
"425219","*****","310M100US11700","Asheville, NC Metro Area"
"53203","*****","310M100US11740","Ashland, OH Micro Area"
"101262","*****","310M100US11780","Ashtabula, OH Micro Area"
"37068","*****","310M100US11820","Astoria, OR Micro Area"
"16854","*****","310M100US11860","Atchison, KS Micro Area"
"64592","*****","310M100US11900","Athens, OH Micro Area"
"52325","*****","310M100US11940","Athens, TN Micro Area"
"78558","*****","310M100US11980","Athens, TX Micro Area"
"193309","*****","310M100US12020","Athens-Clarke County, GA Metro Area"
"5291701","*****","310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area"
"274402","*****","310M100US12100","Atlantic City-Hammonton, NJ Metro Area"
"42218","*****","310M100US12140","Auburn, IN Micro Area"
"79996","*****","310M100US12180","Auburn, NY Micro Area"
"140938","*****","310M100US12220","Auburn-Opelika, AL Metro Area"
"556938","*****","310M100US12260","Augusta-Richmond County, GA-SC Metro Area"
"122022","*****","310M100US12300","Augusta-Waterville, ME Micro Area"
"39115","*****","310M100US12380","Austin, MN Micro Area"
"1731777","*****","310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area"
"27815","*****","310M100US12460","Bainbridge, GA Micro Area"
"839153","*****","310M100US12540","Bakersfield-Delano, CA Metro Area"
"2715650","*****","310M100US12580","Baltimore-Towson, MD Metro Area"
"153742","*****","310M100US12620","Bangor, ME Metro Area"
"61953","*****","310M100US12660","Baraboo, WI Micro Area"
"216021","*****","310M100US12700","Barnstable Town, MA Metro Area"
"59462","*****","310M100US12740","Barre, VT Micro Area"
"51112","*****","310M100US12780","Bartlesville, OK Micro Area"
"27893","*****","310M100US12820","Bastrop, LA Micro Area"
"59992","*****","310M100US12860","Batavia, NY Micro Area"
"36572","*****","310M100US12900","Batesville, AR Micro Area"
"802389","*****","310M100US12940","Baton Rouge, LA Metro Area"
"136063","*****","310M100US12980","Battle Creek, MI Metro Area"
"107633","*****","310M100US13020","Bay City, MI Metro Area"
"36653","*****","310M100US13060","Bay City, TX Micro Area"
"22209","*****","310M100US13100","Beatrice, NE Micro Area"
"388430","*****","310M100US13140","Beaumont-Port Arthur, TX Metro Area"
"88741","*****","310M100US13180","Beaver Dam, WI Micro Area"
"78852","*****","310M100US13220","Beckley, WV Micro Area"
"46131","*****","310M100US13260","Bedford, IN Micro Area"
"32083","*****","310M100US13300","Beeville, TX Micro Area"
"45816","*****","310M100US13340","Bellefontaine, OH Micro Area"
"201404","*****","310M100US13380","Bellingham, WA Metro Area"
"44652","*****","310M100US13420","Bemidji, MN Micro Area"
"158884","*****","310M100US13460","Bend, OR Metro Area"
"28750","*****","310M100US13500","Bennettsville, SC Micro Area"
"36990","*****","310M100US13540","Bennington, VT Micro Area"
"39188","*****","310M100US13620","Berlin, NH-VT Micro Area"
"42947","*****","310M100US13660","Big Rapids, MI Micro Area"
"34927","*****","310M100US13700","Big Spring, TX Micro Area"
"158248","*****","310M100US13740","Billings, MT Metro Area"
"250995","*****","310M100US13780","Binghamton, NY Metro Area"
"1128093","*****","310M100US13820","Birmingham-Hoover, AL Metro Area"
"18474","*****","310M100US13860","Bishop, CA Micro Area"
"109380","*****","310M100US13900","Bismarck, ND Metro Area"
"45312","*****","310M100US13940","Blackfoot, ID Micro Area"
"162708","*****","310M100US13980","Blacksburg-Christiansburg-Radford, VA Metro Area"
"192663","*****","310M100US14020","Bloomington, IN Metro Area"
"169689","*****","310M100US14060","Bloomington-Normal, IL Metro Area"
"85227","*****","310M100US14100","Bloomsburg-Berwick, PA Micro Area"
"107097","*****","310M100US14140","Bluefield, WV-VA Micro Area"
"46388","*****","310M100US14180","Blytheville, AR Micro Area"
"47025","*****","310M100US14220","Bogalusa, LA Micro Area"
"619618","*****","310M100US14260","Boise City-Nampa, ID Metro Area"
"33867","*****","310M100US14300","Bonham, TX Micro Area"
"26324","*****","310M100US14340","Boone, IA Micro Area"
"51103","*****","310M100US14380","Boone, NC Micro Area"
"21992","*****","310M100US14420","Borger, TX Micro Area"
"4563673","*****","310M100US14460","Boston-Cambridge-Quincy, MA-NH Metro Area"
"297218","*****","310M100US14500","Boulder, CO Metro Area"
"125928","*****","310M100US14540","Bowling Green, KY Metro Area"
"90339","*****","310M100US14580","Bozeman, MT Micro Area"
"43451","*****","310M100US14620","Bradford, PA Micro Area"
"91040","*****","310M100US14660","Brainerd, MN Micro Area"
"83564","*****","310M100US14700","Branson, MO Micro Area"
"251400","*****","310M100US14740","Bremerton-Silverdale, WA Metro Area"
"33628","*****","310M100US14780","Brenham, TX Micro Area"
"32825","*****","310M100US14820","Brevard, NC Micro Area"
"918892","*****","310M100US14860","Bridgeport-Stamford-Norwalk, CT Metro Area"
"49660","*****","310M100US14940","Brigham City, UT Micro Area"
"34850","*****","310M100US15020","Brookhaven, MS Micro Area"
"22344","*****","310M100US15060","Brookings, OR Micro Area"
"31973","*****","310M100US15100","Brookings, SD Micro Area"
"18673","*****","310M100US15140","Brownsville, TN Micro Area"
"405819","*****","310M100US15180","Brownsville-Harlingen, TX Metro Area"
"38018","*****","310M100US15220","Brownwood, TX Micro Area"
"112026","*****","310M100US15260","Brunswick, GA Metro Area"
"43623","*****","310M100US15340","Bucyrus, OH Micro Area"
"1135411","*****","310M100US15380","Buffalo-Niagara Falls, NY Metro Area"
"42722","*****","310M100US15420","Burley, ID Micro Area"
"47543","*****","310M100US15460","Burlington, IA-IL Micro Area"
"151170","*****","310M100US15500","Burlington, NC Metro Area"
"211581","*****","310M100US15540","Burlington-South Burlington, VT Metro Area"
"34164","*****","310M100US15580","Butte-Silver Bow, MT Micro Area"
"47639","*****","310M100US15620","Cadillac, MI Micro Area"
"55192","*****","310M100US15660","Calhoun, GA Micro Area"
"32570","*****","310M100US15700","Cambridge, MD Micro Area"
"40056","*****","310M100US15740","Cambridge, OH Micro Area"
"31267","*****","310M100US15780","Camden, AR Micro Area"
"24514","*****","310M100US15820","Campbellsville, KY Micro Area"
"47006","*****","310M100US15860","Cañon City, CO Micro Area"
"36989","*****","310M100US15900","Canton, IL Micro Area"
